Time (UTC),DA_Load_MW,Actual_Load_MW,Solar_MW,Wind_MW,DA_Price_EUR_MWh,temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (m/s),surface_pressure (hPa),precipitation (mm),shortwave_radiation (W/m²)
6/16/2021 3:00,5805,5850,17,145,72.9025,8.7,77,0.71,867.3,0,0
6/16/2021 4:00,6824,6917,41,193,88.64,9.3,73,0.5,867.8,0,20
6/16/2021 5:00,7546,7661,109,139,97.0475,11.4,76,0.42,868.9,0,132
6/16/2021 6:00,7852,7999,214,47,97.8675,14.4,62,0.32,870.2,0,296
6/16/2021 7:00,7861,8059,319,36,89.1725,16.8,56,0.58,870.5,0,471
6/16/2021 8:00,7948,8180,402,26,83.7025,18.8,45,0.92,870.6,0,635
6/16/2021 9:00,8092,8293,455,20,80.77,20.4,36,1.14,870.7,0,775
6/16/2021 10:00,7926,8173,476,11,81.485,21.7,31,1.64,870.9,0,877
6/16/2021 11:00,7851,8104,476,8,81.9975,22.6,28,2.08,870.9,0,931
6/16/2021 12:00,7712,7988,454,12,81.9975,23.5,24,2.15,870.5,0,937
6/16/2021 13:00,7662,7926,409,18,80.5375,24.1,23,2.53,870,0,888
6/16/2021 14:00,7625,7840,349,18,79.6025,23.8,25,3.31,869.5,0,747
6/16/2021 15:00,7636,7806,264,17,85.9075,22.8,36,2.98,869.4,0,621
6/16/2021 16:00,7629,7808,158,21,99.095,21.9,42,1.36,869.1,0,414
6/16/2021 17:00,7486,7660,71,30,108.24,21,46,0.22,868.9,0,266
6/16/2021 18:00,7234,7376,25,49,102.44,18.5,74,0.89,868.1,0,160
6/16/2021 19:00,6917,7097,0,86,92.1725,15.8,75,2.14,867.5,0,38
6/16/2021 20:00,6610,6826,0,81,87.35,13,79,2.83,866.9,0,0
6/16/2021 21:00,6074,6245,0,120,74.96,11.7,84,2.83,866.9,0,0
6/16/2021 22:00,5686,5886,0,147,69.925,11,87,2.69,866.8,0,0
6/16/2021 23:00,5432,5524,0,133,66.1475,10.5,90,2.4,866.8,0,0
6/17/2021 0:00,5326,5450,0,96,63.825,10.6,86,2.76,866.6,0,0
6/17/2021 1:00,5210,5344,0,97,61.315,10.2,85,2.55,866.5,0,0
6/17/2021 2:00,5314,5403,0,194,62.1125,9.5,86,2.48,865.9,0,0
6/17/2021 3:00,5801,5870,17,338,65.87,8.9,86,2.33,865.6,0,0
6/17/2021 4:00,6808,6918,42,458,80.25,9.2,85,2.19,865.8,0,20
6/17/2021 5:00,7503,7615,110,321,94.795,12.3,78,1.7,867.3,0,133
6/17/2021 6:00,7814,7936,216,229,95.7625,15.9,66,0.32,869.3,0,296
6/17/2021 7:00,7856,8112,320,371,88.47,18.5,54,0.2,870.2,0,469
6/17/2021 8:00,7923,8280,405,574,82.1425,20.9,46,0.63,870.6,0,629
6/17/2021 9:00,8002,8450,460,705,79.9,22.8,40,1.3,870.9,0,766
6/17/2021 10:00,7838,8259,488,802,77.605,24.1,34,1.89,871.1,0,862
6/17/2021 11:00,7811,8224,489,692,68.8025,24.4,33,2.3,870.9,0,877
6/17/2021 12:00,7663,8134,466,621,68.2575,25.3,25,2.75,870.6,0,842
6/17/2021 13:00,7596,8084,417,669,70.55,25.6,25,3.13,870.3,0,838
6/17/2021 14:00,7561,8028,354,611,78.775,24.3,36,3.9,870,0,689
6/17/2021 15:00,7613,8018,267,449,82.9025,23,46,3.01,869.9,0,507
6/17/2021 16:00,7625,7932,161,402,91.5375,22.8,44,1.53,869.8,0,415
6/17/2021 17:00,7467,7772,74,382,103.08,21.5,58,1,869.6,0,240
6/17/2021 18:00,7206,7492,25,557,102.9575,19.9,74,0.85,869,0,134
6/17/2021 19:00,6885,7180,0,710,95.49,17.8,67,1.5,868.5,0,31
6/17/2021 20:00,6581,6963,0,752,90.955,15.4,73,2.77,868.3,0,0
6/17/2021 21:00,6071,6384,0,709,84.0575,14.3,79,2.77,868.3,0,0
6/17/2021 22:00,5764,6007,0,643,75.965,13.6,82,2.55,868.3,0,0
6/17/2021 23:00,5501,5662,0,615,73.385,13.2,83,2.2,867.9,0,0
6/18/2021 0:00,5405,5526,0,720,67.9975,13.1,83,2.41,867.3,0,0
6/18/2021 1:00,5285,5430,0,763,66.3875,12.6,82,2.48,866.9,0,0
6/18/2021 2:00,5366,5482,0,679,66.675,11.8,84,2.27,866.4,0,0
6/18/2021 3:00,5836,5977,17,555,71,11.1,88,2.27,866.3,0,0
6/18/2021 4:00,6763,6957,41,532,86.81,11.2,90,2.12,866.6,0,20
6/18/2021 5:00,7473,7723,107,304,98.395,13.8,82,1.41,867.9,0,129
6/18/2021 6:00,7796,8097,209,244,101.86,16.9,70,0.14,869.5,0,284
6/18/2021 7:00,7826,8151,308,478,92.92,19,62,0.1,870.1,0,430
6/18/2021 8:00,7874,8255,393,716,84.24,20.8,56,0.72,870.3,0,576
6/18/2021 9:00,7939,8414,447,897,79.2375,21.9,51,1.25,870.5,0,654
6/18/2021 10:00,7742,8208,468,888,77.46,22.2,50,1.2,870.7,0.1,664
6/18/2021 11:00,7560,8014,469,749,70.37,22.7,47,1.3,870.7,0.1,712
6/18/2021 12:00,7381,7864,453,595,70.09,25.2,30,2.34,870.6,0.1,743
6/18/2021 13:00,7251,7786,414,503,71.1125,25.6,29,2.21,870.5,0,840
6/18/2021 14:00,7229,7720,356,467,74.3125,25.1,32,2.2,870.2,0,675
6/18/2021 15:00,7297,7759,270,527,81.1525,24.4,34,1.36,870.3,0,575
6/18/2021 16:00,7328,7654,161,633,88.49,23.1,39,0.94,870.1,0,362
6/18/2021 17:00,7218,7476,73,719,97.2625,22.2,49,1.43,870.1,0,289
6/18/2021 18:00,6963,7143,25,781,96.1625,19.9,67,1.3,869.1,0,144
6/18/2021 19:00,6626,6879,0,777,91.0025,17.5,76,1.8,868.3,0,35
6/18/2021 20:00,6365,6630,0,682,87.9875,14.4,90,2.28,867.3,0,0
6/18/2021 21:00,5879,6160,0,566,80.8625,12.6,96,2.34,867,0,0
6/18/2021 22:00,5466,5756,0,412,75.68,11.4,97,2.06,866.7,0,0
6/18/2021 23:00,5168,5404,0,318,70.2375,10.8,96,1.78,866.7,0,0
6/19/2021 0:00,5019,5241,0,245,65.1925,10.8,95,1.06,866.8,0,0
6/19/2021 1:00,4856,5066,0,229,65.4575,11.6,88,1.27,867.1,0,0
6/19/2021 2:00,4852,5043,0,300,61.9325,11.8,85,1.06,867.2,0,0
6/19/2021 3:00,5013,5184,17,340,63.52,12.6,79,1.06,868,0,0
6/19/2021 4:00,5385,5600,42,281,67.9175,13.2,78,0.86,868.4,0,18
6/19/2021 5:00,5825,6046,114,158,73.3275,15.2,75,0.71,869.6,0,120
6/19/2021 6:00,6237,6548,224,127,70,17.1,69,0.42,870.7,0,261
6/19/2021 7:00,6500,6789,340,87,68.3525,19.4,63,0.91,871.5,0,420
6/19/2021 8:00,6630,6894,434,70,63.3575,21.4,53,1.17,872.1,0,593
6/19/2021 9:00,6710,6980,486,51,56.605,22.5,45,1.72,872.2,0,702
6/19/2021 10:00,6510,6810,488,28,53.035,23.4,41,1.68,872.2,0,796
6/19/2021 11:00,6276,6629,467,13,50.485,24.2,38,1.92,871.8,0,849
6/19/2021 12:00,6151,6544,426,40,52.3125,24.8,33,1.71,871.3,0,858
6/19/2021 13:00,6111,6535,372,48,56.7725,25.3,33,1.62,870.8,0,805
6/19/2021 14:00,6105,6482,310,32,65.1475,25.3,34,2.44,870.5,0,744
6/19/2021 15:00,6263,6547,230,50,71.6225,24.9,36,1.92,870.2,0,629
6/19/2021 16:00,6324,6502,138,45,80.0075,24.1,40,1.7,869.5,0,446
6/19/2021 17:00,6259,6376,63,40,87.75,22.7,50,1.8,869.4,0,317
6/19/2021 18:00,6149,6254,24,125,89.73,20.4,65,1.1,868.8,0,140
6/19/2021 19:00,5944,6149,0,192,86.7975,19,62,0.76,868,0,36
6/19/2021 20:00,5823,6082,0,208,84.4925,16.9,70,0.86,867.3,0,0
6/19/2021 21:00,5398,5563,0,319,76.9075,14.2,84,1.63,866.2,0,0
6/19/2021 22:00,5019,5288,0,234,62.3975,12.2,94,2.33,865.3,0,0
6/19/2021 23:00,4744,4948,0,188,56.5,12.8,89,2.4,865.3,0,0
6/20/2021 0:00,4632,4839,0,127,54,12.6,96,1.91,864.7,0,0
6/20/2021 1:00,4470,4646,0,264,52.5025,12.4,98,1.98,864.3,0,0
6/20/2021 2:00,4421,4626,0,372,48.2,11.8,96,1.35,863.6,0,0
6/20/2021 3:00,4471,4624,17,376,48.5,11.5,95,1.63,863.9,0,0
6/20/2021 4:00,4644,4833,42,337,47.2975,12,90,1.35,864.4,0,19
6/20/2021 5:00,4956,5206,111,294,50.765,15.6,81,0.92,866,0,127
6/20/2021 6:00,5298,5566,220,268,43.0425,18.6,67,0.14,867.5,0,272
6/20/2021 7:00,5561,5879,337,391,41.95,20.1,58,0.36,868,0,360
6/20/2021 8:00,5771,6156,436,500,52.5775,21.7,53,1.78,868.6,0,465
6/20/2021 9:00,5919,6380,501,550,53.1,23.4,51,1.61,868.8,0,679
6/20/2021 10:00,5712,6233,528,460,36.8,23.4,53,2.02,868.5,0.5,819
6/20/2021 11:00,5470,6023,518,396,32.275,24.1,49,1.4,867.8,0.5,642
6/20/2021 12:00,5305,5968,456,327,27.94,26,34,2.02,867.8,0,583
6/20/2021 13:00,5243,5954,368,275,35.2075,25.9,37,3.27,866.9,0,667
6/20/2021 14:00,5317,6003,292,241,33.1975,25.5,45,2.63,866.3,0,519
6/20/2021 15:00,5556,6217,215,252,54.4775,23.7,65,1.17,865.5,0.6,414
6/20/2021 16:00,5803,6396,128,316,66.9925,22.6,69,0.73,865.1,0,209
6/20/2021 17:00,5908,6389,60,344,78.145,22.2,71,1.17,864.7,0,214
6/20/2021 18:00,5889,6314,22,487,83.77,21,63,1.8,863.9,0,130
6/20/2021 19:00,5809,6285,0,601,85.165,19.1,67,1.92,863.3,0,32
6/20/2021 20:00,5754,6307,0,514,84.0025,17.4,74,2.36,862.7,0,0
6/20/2021 21:00,5366,5875,0,343,70.8025,16.2,81,2.55,862.2,0,0
6/20/2021 22:00,5572,5587,0,433,67.23,15.2,86,2.62,861.6,0,0
6/20/2021 23:00,5326,5332,0,665,63.4575,15,85,2.42,860.9,0,0
6/21/2021 0:00,5236,5221,0,775,61.815,14.7,77,2.66,860.7,0,0
6/21/2021 1:00,5119,5147,0,848,60.695,13.1,80,2.34,860.3,0,0
6/21/2021 2:00,5226,5270,0,783,62.0425,12.3,84,2.26,859.8,0,0
6/21/2021 3:00,5728,5865,16,753,67.58,11.8,89,2.48,859.6,0,0
6/21/2021 4:00,6749,7024,40,676,84.2025,12.2,91,2.4,860.1,0,19
6/21/2021 5:00,7476,7860,103,486,97.63,15.2,83,1.77,861.7,0,129
6/21/2021 6:00,7790,8356,204,264,100,18.5,70,0.1,863.4,0,282
6/21/2021 7:00,7817,8473,303,133,95.9975,20.2,64,1.27,864.1,0,444
6/21/2021 8:00,7884,8615,383,113,89,21.5,58,2.14,864.3,0,617
6/21/2021 9:00,7989,8724,438,97,87.8675,22.5,52,2.15,864.3,0,717
6/21/2021 10:00,7823,8602,459,90,82.03,23.2,49,2.53,864.4,0,765
6/21/2021 11:00,7747,8699,450,62,78.9,23.7,48,2.63,864.2,0,816
6/21/2021 12:00,7608,8672,402,58,78.5025,25.1,37,2.84,864,0,761
6/21/2021 13:00,7548,8563,346,71,79.195,25.9,37,2.47,863.8,0,825
6/21/2021 14:00,7523,8360,298,81,81.28,24.9,42,2.55,863.4,0,652
6/21/2021 15:00,7571,8322,237,26,91.945,23.4,51,2.8,863.2,0.1,514
6/21/2021 16:00,7595,8274,146,17,95.2825,21.8,58,3.14,862.8,0.2,368
6/21/2021 17:00,7460,8023,66,231,96.2625,20.9,64,2.3,863,0,261
6/21/2021 18:00,7203,7682,24,892,100,19.4,71,1.7,863,0,141
6/21/2021 19:00,6875,7382,0,1218,97.59,18.5,71,1.12,863,0.3,27
6/21/2021 20:00,6558,7040,0,882,92.63,15.7,86,1.14,862,0.2,0
6/21/2021 21:00,6024,6446,0,1017,83,15.9,83,0.82,862.8,0,0
6/21/2021 22:00,5445,6074,0,420,72.775,13,93,0.76,862.1,0,0
6/21/2021 23:00,5208,5735,0,590,68.235,12.2,93,0.78,861.7,0,0
6/22/2021 0:00,5111,5632,0,617,66.445,14,90,1.36,862.7,0,0
6/22/2021 1:00,4991,5508,0,277,64.075,13.9,99,0.2,863.2,0.2,0
6/22/2021 2:00,5119,5585,0,92,64.8075,13.1,100,0.81,863.3,0.5,0
6/22/2021 3:00,5683,6144,16,427,68.63,13.2,100,0.58,863.6,0.6,0
6/22/2021 4:00,6784,7197,38,899,83.74,13.3,94,0.71,863.8,0.1,10
6/22/2021 5:00,7589,7972,100,700,94.3425,13.8,95,0.9,864,0,98
6/22/2021 6:00,7974,8326,201,540,97.0075,15.1,95,0.14,864.5,0,256
6/22/2021 7:00,8032,8435,300,400,94.1075,16.6,79,0.73,864.9,0,433
6/22/2021 8:00,8137,8591,385,375,91.405,19.2,64,0.82,865.1,0,607
6/22/2021 9:00,8235,8733,439,242,88.4925,21.4,49,0.86,865.1,0.1,661
6/22/2021 10:00,8104,8604,468,87,86.6175,23.2,41,1.36,865.2,0.1,758
6/22/2021 11:00,8053,8516,474,30,82.8025,24.6,34,1.68,865.3,0,841
6/22/2021 12:00,7930,8433,455,17,80.1675,25.4,29,1.84,865.3,0,841
6/22/2021 13:00,7862,8388,414,10,79.7975,25.8,27,2.56,865.2,0,827
6/22/2021 14:00,7832,8326,355,10,82.5175,25.8,28,2.82,865.1,0,717
6/22/2021 15:00,7819,8358,267,10,90.94,24.9,32,2,865.2,0,535
6/22/2021 16:00,7804,8322,159,4,92.9975,22.7,39,1.7,865.3,0,366
6/22/2021 17:00,7663,8084,69,112,100.0875,19.4,68,2.73,865.6,0.3,221
6/22/2021 18:00,7362,7744,24,256,99.665,16.8,84,2.02,865.8,0.3,126
6/22/2021 19:00,7026,7444,0,436,94.4325,14.8,95,1.17,865.7,0,29
6/22/2021 20:00,6702,7122,0,489,88.9275,13.9,97,1.4,866.2,0,0
6/22/2021 21:00,6144,6492,0,498,81.405,13.9,92,1.25,867.2,0.1,0
6/22/2021 22:00,5844,6163,0,487,81.8,13.4,94,0.76,867.1,0.1,0
6/22/2021 23:00,5580,5789,0,612,75.185,12.9,97,0.78,867.1,0,0
6/23/2021 0:00,5468,5692,0,1173,71.8425,13.8,95,0.86,866.3,0,0
6/23/2021 1:00,5345,5569,0,1351,69.4975,12.7,99,0.32,865.7,0.1,0
6/23/2021 2:00,5430,5691,0,1261,71.715,12.4,99,0.92,865.9,0,0
6/23/2021 3:00,5879,6191,16,1014,75.7125,12.1,99,1,866.2,0,0
6/23/2021 4:00,6876,7288,37,736,93.9625,12.9,100,0.45,867.3,0,13
6/23/2021 5:00,7638,8098,97,560,111.97,13.9,96,0.36,868.1,0.1,53
6/23/2021 6:00,8005,8450,190,507,110.445,14.4,94,1,868.4,0.1,89
6/23/2021 7:00,8085,8580,285,535,102.2075,15.8,85,1.6,869.4,0.1,326
6/23/2021 8:00,8209,8720,367,728,97.2,17.3,77,1.5,869.7,0.1,490
6/23/2021 9:00,8308,8810,427,889,98.535,19.1,67,1.87,870,0.1,622
6/23/2021 10:00,8135,8581,461,843,91.9625,21.1,57,2.6,870.2,0.2,748
6/23/2021 11:00,8060,8527,473,592,87.58,21.5,58,2.13,870.2,1.3,821
6/23/2021 12:00,7990,8464,457,414,87,24.7,33,0.7,870.2,0,621
6/23/2021 13:00,7936,8412,413,256,88.94,24.1,34,0.71,870.2,0,736
6/23/2021 14:00,7884,8362,348,136,91.7875,23.1,40,1.22,870,0.1,604
6/23/2021 15:00,7880,8361,250,111,100.46,22.6,50,1.41,869.7,0.3,518
6/23/2021 16:00,7870,8328,146,127,104.6125,21,63,1.56,869.4,0,378
6/23/2021 17:00,7710,8068,67,227,122.925,20.7,67,0.86,869.4,0,268
6/23/2021 18:00,7438,7781,23,266,124.215,19.2,86,0.42,869.1,0,133
6/23/2021 19:00,7122,7472,0,278,113.37,17.6,80,1.3,868.2,0,23
6/23/2021 20:00,6839,7171,0,321,95.98,16.6,66,2.05,868.3,0,0
6/23/2021 21:00,6279,6536,0,341,90.3975,15.8,68,1.91,867.4,0,0
6/23/2021 22:00,5986,6184,0,246,82.3,14.4,74,1.53,867.2,0,0
6/23/2021 23:00,5675,5842,0,126,78.5025,13.3,80,2.14,867,0,0
6/24/2021 0:00,5550,5694,0,113,75.9475,12.3,84,2.75,866.5,0,0
6/24/2021 1:00,5415,5564,0,64,70.9975,12.3,85,2.42,866.7,0,0
6/24/2021 2:00,5534,5668,0,70,73.5375,11.5,89,0.72,867.2,0,0
6/24/2021 3:00,6052,6187,16,38,80.0025,11.3,89,0.45,868.1,0,0
6/24/2021 4:00,7136,7249,38,77,95.4825,12,86,0.64,868.3,0,17
6/24/2021 5:00,7904,8057,99,224,109.425,13.8,83,0.36,868.6,0,118
6/24/2021 6:00,8269,8391,194,310,115.2075,15.9,75,0.54,868.9,0,257
6/24/2021 7:00,8318,8496,289,259,111.14,18.4,67,0.63,869.5,0,454
6/24/2021 8:00,8410,8646,374,147,106.22,20.8,55,0.94,869.7,0,626
6/24/2021 9:00,8516,8796,434,77,100,22.5,44,1.6,870,0,704
6/24/2021 10:00,8348,8626,462,17,97.6175,24.1,29,2.56,870.2,0,786
6/24/2021 11:00,8277,8580,455,5,92.4225,24.8,29,3.72,870.1,0,816
6/24/2021 12:00,8184,8475,418,15,91.94,25.5,26,3.42,869.5,0,756
6/24/2021 13:00,8132,8525,367,58,90.9425,25.4,27,4,869.2,0,813
6/24/2021 14:00,8060,8563,310,89,93,24.2,29,4.24,869,0,635
6/24/2021 15:00,8032,8450,241,279,99.225,23.7,32,2.62,868.4,0,555
6/24/2021 16:00,8015,8227,145,639,113.59,22.5,36,1.46,868,0,472
6/24/2021 17:00,7823,8006,63,1108,130.395,20.5,51,1.72,868,0,313
6/24/2021 18:00,7503,7612,23,1125,132.52,16.9,82,2.92,867.7,0.4,147
6/24/2021 19:00,7107,7304,0,888,121.475,13.2,100,2.79,867.9,1.3,27
6/24/2021 20:00,6805,6988,0,1010,102.24,12.4,98,0.51,868.3,0.3,0
6/24/2021 21:00,6272,6415,0,794,88.3225,12.7,100,0.91,868.5,0.4,0
6/24/2021 22:00,5705,6048,0,1459,85.535,12.2,100,0.58,868.3,0.6,0
6/24/2021 23:00,5419,5724,0,2080,80.245,12,100,0.72,868.4,1.5,0
6/25/2021 0:00,5287,5608,0,1745,78.575,10.8,98,1.04,868,1.6,0
6/25/2021 1:00,5156,5443,0,1350,74.29,11.1,100,0.85,868.1,0.3,0
6/25/2021 2:00,5251,5565,0,1367,73.765,11.3,100,0.41,868,1,0
6/25/2021 3:00,5774,6044,15,1375,76.365,10.9,100,0.95,867.8,1.1,0
6/25/2021 4:00,6763,7066,34,1267,89.94,10.6,100,0.58,867.8,0.9,5
6/25/2021 5:00,7483,7799,83,1339,106.03,10.5,99,1.13,868.1,1.4,32
6/25/2021 6:00,7810,8197,164,1475,107.84,10.9,99,0.72,868.9,1.4,48
6/25/2021 7:00,7842,8310,253,1507,101.4025,10.9,95,0.41,869.1,0.5,110
6/25/2021 8:00,7937,8448,327,1610,94.7125,11.8,86,0.72,869.3,0.2,268
6/25/2021 9:00,7993,8489,380,1405,90.5,12.8,79,0.54,869.3,0.1,424
6/25/2021 10:00,7775,8340,398,1168,85.655,13.6,69,0.71,869.4,0,385
6/25/2021 11:00,7639,8182,402,933,80.1175,15.1,63,1.36,869.4,0.1,525
6/25/2021 12:00,7487,8016,382,740,77.56,14.1,68,1.26,868.9,0.1,507
6/25/2021 13:00,7374,7922,318,619,76.9075,16.2,60,1.92,868.9,0,642
6/25/2021 14:00,7343,7975,241,586,79.935,15.8,58,2.4,868.7,0.2,510
6/25/2021 15:00,7406,7968,167,614,90.1675,13.2,78,0.94,868.5,0.7,286
6/25/2021 16:00,7399,7774,101,712,100,11.6,92,1.3,867.9,0.7,48
6/25/2021 17:00,7201,7438,51,469,101.0475,11.4,91,0.76,868.4,0.9,121
6/25/2021 18:00,6909,7080,22,540,103.5225,11,94,0.51,868.5,0.5,63
6/25/2021 19:00,6601,6713,0,732,98.1125,10.6,100,0.91,868.7,0.3,18
6/25/2021 20:00,6350,6473,0,983,96.9325,10.5,100,0.41,869,1.1,0
6/25/2021 21:00,5849,5973,0,1016,89.905,10,100,0.67,868.9,0.1,0
6/25/2021 22:00,5643,5654,0,817,87.4525,9.4,100,0.9,868.6,0,0
6/25/2021 23:00,5334,5329,0,736,78.8475,8.9,97,0.76,868.4,0,0
6/26/2021 0:00,5184,5176,0,767,73.7725,7.8,99,1.3,868.2,0,0
6/26/2021 1:00,4990,5005,0,921,72.92,7,99,0.85,867.8,0,0
6/26/2021 2:00,4972,5004,0,923,70.31,6.4,100,0.78,867.3,0,0
6/26/2021 3:00,5129,5096,15,830,72.1375,6.2,97,0.72,867.3,0,0
6/26/2021 4:00,5516,5502,36,763,70.8825,7,93,0.64,868.1,0,17
6/26/2021 5:00,5958,5976,96,564,74.1925,8.7,95,0.45,868.9,0,111
6/26/2021 6:00,6372,6372,198,466,77.5675,10.3,87,0.1,869.5,0,264
6/26/2021 7:00,6599,6655,308,504,72.39,12,79,0.41,870.2,0,431
6/26/2021 8:00,6727,6754,400,503,70.3275,14.2,67,0.94,870.6,0,607
6/26/2021 9:00,6834,6860,458,388,69.37,16.3,54,1.26,870.5,0,755
6/26/2021 10:00,6589,6658,484,297,68.0025,17.8,45,1.26,870.8,0,851
6/26/2021 11:00,6415,6478,489,221,66.0575,19.2,37,1.26,870.6,0,924
6/26/2021 12:00,6313,6356,475,207,67.02,20.1,30,1.93,870.2,0,870
6/26/2021 13:00,6342,6281,431,232,62.96,20.9,31,2.37,870,0,859
6/26/2021 14:00,6373,6232,361,466,67.0475,20.5,34,2.38,869.6,0,708
6/26/2021 15:00,6528,6391,263,442,71.6675,19.9,38,2.72,869.2,0,569
6/26/2021 16:00,6509,6329,152,514,79.185,18.9,45,2.81,868.9,0,452
6/26/2021 17:00,6409,6237,68,356,91.15,18,53,1.9,868.9,0,309
6/26/2021 18:00,6301,6145,24,212,95.7525,16,68,1.1,868.9,0,130
6/26/2021 19:00,6122,6006,0,221,92.33,15.8,65,1.14,869.4,0,29
6/26/2021 20:00,6004,5933,0,160,89.9375,13.5,80,0.22,868.5,0,0
6/26/2021 21:00,5554,5552,0,198,83.6375,12.6,79,0.5,868.3,0,0
6/26/2021 22:00,5211,5252,0,242,75.3825,11.4,82,0.78,867.8,0,0
6/26/2021 23:00,4891,4933,0,212,67.8,9.3,90,1,866.8,0,0
6/27/2021 0:00,4768,4780,0,148,61.245,11,89,0.92,868.4,0,0
6/27/2021 1:00,4584,4626,0,150,56.5425,8.1,100,1.2,866.6,0,0
6/27/2021 2:00,4525,4562,0,159,56,7.5,100,1.2,866.3,0,0
6/27/2021 3:00,4553,4554,15,164,56.5025,7.1,98,1.41,865.9,0,0
6/27/2021 4:00,4743,4737,37,105,58.37,7.1,99,1.56,865.9,0,18
6/27/2021 5:00,5072,5052,108,58,60.1025,9.7,96,1.14,867.1,0,127
6/27/2021 6:00,5450,5418,219,22,57.5,12.8,91,0.51,868.4,0,289
6/27/2021 7:00,5758,5717,339,32,56.725,15,75,0,869.2,0,458
6/27/2021 8:00,6008,5966,433,46,56.135,17.9,54,0.32,869.8,0,600
6/27/2021 9:00,6151,6150,480,47,54.1875,20.2,40,1.35,870,0,762
6/27/2021 10:00,5980,5962,500,18,50.9825,21.4,33,1.91,870.1,0,845
6/27/2021 11:00,5772,5820,500,8,43.9975,22.1,30,2.61,870.5,0,875
6/27/2021 12:00,5614,5715,476,8,38.0875,21.8,32,2.19,870,0,779
6/27/2021 13:00,5577,5696,432,11,37.895,23,30,1.97,870,0,849
6/27/2021 14:00,5637,5725,367,6,50.225,23.3,30,1.9,869.7,0,775
6/27/2021 15:00,5876,5927,281,26,63.6725,23,31,2.75,869.4,0,636
6/27/2021 16:00,6109,6140,171,29,72.6525,21.5,40,3.11,869.1,0,461
6/27/2021 17:00,6179,6161,78,66,87,20.5,49,1.6,869.2,0,292
6/27/2021 18:00,6142,6108,26,48,92.38,18.7,65,0.94,868.7,0,143
6/27/2021 19:00,6066,6160,0,78,92.1075,18.4,56,1,868.9,0,39
6/27/2021 20:00,6023,6208,0,121,88.965,15,73,0.81,868.1,0,0
6/27/2021 21:00,5607,5745,0,149,83.6225,12.1,85,1.78,867,0,0
6/27/2021 22:00,5829,5478,0,210,73.61,10.6,91,2.41,866.5,0,0
6/27/2021 23:00,5555,5226,0,199,69.655,10.5,90,2.48,866.6,0,0
6/28/2021 0:00,5439,5131,0,191,67.0975,10.7,89,2.27,866.9,0,0
6/28/2021 1:00,5311,5057,0,274,65.685,10,93,1.84,866.3,0,0
6/28/2021 2:00,5423,5152,0,268,68.6025,9,99,1.35,865.8,0,0
6/28/2021 3:00,5940,5727,16,258,73.345,8,99,1.2,865.6,0,0
6/28/2021 4:00,6989,6873,39,174,90.8125,8.2,97,1.27,865.8,0,17
6/28/2021 5:00,7763,7696,102,56,99.05,12.9,81,1.14,867.8,0,124
6/28/2021 6:00,8138,8117,201,26,101.89,16.6,66,0.42,869.5,0,283
6/28/2021 7:00,8205,8214,303,8,98.915,19.1,58,0.67,870.3,0,454
6/28/2021 8:00,8309,8336,386,26,91.1,21.6,50,0.92,870.6,0,617
6/28/2021 9:00,8402,8546,438,37,87.4025,23.5,41,0.9,870.7,0,718
6/28/2021 10:00,8237,8450,464,46,85.5975,24.7,36,0.63,870.7,0,756
6/28/2021 11:00,8169,8382,465,58,81.8025,25.7,34,0.73,870.8,0,842
6/28/2021 12:00,8076,8303,444,64,80.9975,26.2,27,0.81,870.2,0,747
6/28/2021 13:00,8029,8252,395,71,80.7025,26.5,27,0.4,870,0,706
6/28/2021 14:00,7990,8216,327,61,82.9,27,26,1.21,869.9,0,713
6/28/2021 15:00,7994,8168,244,45,95.07,26.2,28,0.71,869.6,0,538
6/28/2021 16:00,7977,8124,145,69,101.71,24.8,36,0.89,869.1,0,361
6/28/2021 17:00,7790,7897,67,156,106.32,23.4,53,0.41,868.3,0,232
6/28/2021 18:00,7494,7600,24,321,105.405,21.5,61,0.86,867.5,0,151
6/28/2021 19:00,7146,7395,0,690,102.6025,18.7,61,1.56,866.6,0,40
6/28/2021 20:00,6833,7094,0,897,96.0025,16.2,67,2.33,866.4,0,0
6/28/2021 21:00,6276,6492,0,777,87.8025,13.9,78,2.76,865.6,0,0
6/28/2021 22:00,5480,6076,0,474,82.9675,13.1,84,2.69,865.1,0,0
6/28/2021 23:00,5224,5754,0,320,77.6775,12.5,87,2.62,864.8,0,0
6/29/2021 0:00,5107,5629,0,336,75.6,12.9,89,3.08,864.1,0,0
6/29/2021 1:00,5012,5493,0,366,72.4625,12,92,2.25,864,0,0
6/29/2021 2:00,5142,5568,0,457,75.8175,11.3,93,0.86,864.6,0,0
6/29/2021 3:00,5706,6070,15,578,78.9675,11.7,88,0.22,865.4,0,0
6/29/2021 4:00,6777,7112,36,494,91.58,12.5,86,0.32,866.1,0,15
6/29/2021 5:00,7585,7927,98,207,105.6375,13.8,82,0.64,866.6,0,101
6/29/2021 6:00,8034,8410,194,159,102.16,15.5,79,0.64,867.1,0,215
6/29/2021 7:00,8100,8564,292,314,100,17.2,73,1.3,867.5,0,393
6/29/2021 8:00,8169,8635,377,349,98.465,19.1,65,1.42,867.5,0,498
6/29/2021 9:00,8245,8684,434,271,95.09,20,63,1.21,867,0.6,564
6/29/2021 10:00,8081,8448,463,250,93.5725,22.2,53,1.08,866.7,0,682
