Time (UTC),DA_Load_MW,Actual_Load_MW,Solar_MW,Wind_MW,DA_Price_EUR_MWh,temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (m/s),surface_pressure (hPa),precipitation (mm),shortwave_radiation (W/m²)
1/1/2017 0:00,6080,6315,0,86,26.255,-5.9,33,0.92,868.4,0,0
1/1/2017 1:00,5930,6101,0,72,24.4975,-6.1,34,0.71,868.8,0,0
1/1/2017 2:00,5726,5830,0,73,20.4975,-6.2,33,0.64,868.2,0,0
1/1/2017 3:00,5686,5715,0,69,20.4975,-6.4,32,0.57,867.6,0,0
1/1/2017 4:00,5792,5818,0,77,18.83,-6.5,31,0.5,867,0,0
1/1/2017 5:00,5810,5774,0,73,15.2075,-6.5,30,0.57,866.6,0,0
1/1/2017 6:00,6262,6168,8,65,14.47,-6.7,30,0.71,866,0,0
1/1/2017 7:00,6603,6406,17,55,17.5825,-7,30,0.85,865.6,0,0
1/1/2017 8:00,6943,6678,56,60,20.075,-5.5,26,1.06,865.9,0,45
1/1/2017 9:00,7110,6893,114,60,20.705,-2.3,20,0.51,867.4,0,155
1/1/2017 10:00,7174,6990,162,50,22.86,-0.2,18,0.5,867.9,0,253
1/1/2017 11:00,6976,6891,180,42,21.6475,1.7,16,0.45,867.2,0,310
1/1/2017 12:00,6795,6742,161,48,20.105,2,20,0.45,866.7,0,319
1/1/2017 13:00,6673,6673,114,42,20.3,2.6,20,0.54,865.9,0,276
1/1/2017 14:00,6692,6716,55,54,23.4975,0.6,26,0.71,864.3,0,190
1/1/2017 15:00,7025,7148,17,60,31.495,-2.4,44,0.64,862.7,0,80
1/1/2017 16:00,7546,7706,8,56,38.06,-3,51,0.78,862.4,0,4
1/1/2017 17:00,7750,7828,8,42,38.4975,-4.6,54,1.06,861.5,0,0
1/1/2017 18:00,7566,7513,0,36,37.495,-5.2,50,1.2,861.3,0,0
1/1/2017 19:00,7197,7184,0,36,31.7775,-5.1,43,0.99,861.5,0,0
1/1/2017 20:00,6875,6789,0,34,30.4925,-4.9,38,0.85,861.9,0,0
1/1/2017 21:00,7100,6906,0,43,30.7475,-4.9,36,0.71,861.9,0,0
1/1/2017 22:00,6690,6633,0,43,23.5,-5,35,0.57,861.8,0,0
1/1/2017 23:00,6786,6353,0,48,25.895,-5.2,35,0.57,861.7,0,0
1/2/2017 0:00,6541,6138,0,56,23.7025,-8.3,42,0.99,860.5,0,0
1/2/2017 1:00,6414,6042,0,52,23.05,-6,34,0.71,861.7,0,0
1/2/2017 2:00,6282,5914,0,62,22.0675,-6.1,34,0.57,861.7,0,0
1/2/2017 3:00,6475,6076,0,74,24.05,-6,33,0.64,861.7,0,0
1/2/2017 4:00,7171,6664,0,77,26.9,-6,32,0.86,861,0,0
1/2/2017 5:00,8198,7383,0,104,33.325,-6,32,0.71,860.8,0,0
1/2/2017 6:00,9116,8250,8,110,45.4125,-6.2,33,0.85,860.7,0,0
1/2/2017 7:00,9420,8723,17,111,42.08,-6.4,35,0.99,861,0,0
1/2/2017 8:00,9530,8992,54,111,47.1175,-5.3,34,1.13,861.6,0,45
1/2/2017 9:00,9536,9024,102,104,48.8725,-2.5,29,0.51,863,0,152
1/2/2017 10:00,9497,9070,140,109,50.695,-0.5,27,0.1,863.3,0,248
1/2/2017 11:00,9311,8941,154,102,50.42,1.1,25,0.54,862.8,0,306
1/2/2017 12:00,9305,8842,138,120,51.85,1.2,35,0.41,861.9,0,316
1/2/2017 13:00,9215,8784,97,170,49.495,1.6,34,1.22,861.5,0,273
1/2/2017 14:00,9215,8842,47,312,51.9975,0.2,39,1.87,861.4,0,187
1/2/2017 15:00,9437,9192,16,640,60.9575,-2.4,52,1.44,861.1,0,78
1/2/2017 16:00,9778,9516,8,988,69.8375,-4.3,62,1.56,861.2,0,4
1/2/2017 17:00,9792,9374,8,1272,62.2675,-4.9,69,1.12,861.5,0,0
1/2/2017 18:00,9373,8790,0,1650,55.8725,-4.8,74,0.51,862.2,0.1,0
1/2/2017 19:00,8710,8268,0,1670,48.6,-4.4,80,0.4,862.7,0.3,0
1/2/2017 20:00,8124,7761,0,1558,42.375,-4.6,84,0.41,863,0.4,0
1/2/2017 21:00,8058,7707,0,1415,40.8975,-4.8,88,0.82,863.2,0.5,0
1/2/2017 22:00,7556,7199,0,1259,34.3025,-5.2,90,1.21,863.5,0.6,0
1/2/2017 23:00,7132,6876,0,1276,35.44,-5.6,89,1.39,863.8,0.5,0
1/3/2017 0:00,6863,6606,0,1355,35.79,-6,88,1.21,863.9,0.3,0
1/3/2017 1:00,6730,6412,0,1528,33.3225,-5.8,84,1.99,864.7,0.4,0
1/3/2017 2:00,6577,6316,0,1792,32.61,-6,83,2.31,865.1,0.1,0
1/3/2017 3:00,6743,6456,0,1727,31.2625,-6.5,85,1.87,865.4,0,0
1/3/2017 4:00,7429,6996,0,1532,32.185,-6.8,85,1.25,865.6,0,0
1/3/2017 5:00,8515,7645,0,1374,38.89,-6.6,83,0.8,865.6,0,0
1/3/2017 6:00,9432,8470,8,1438,51.115,-6.8,84,0.72,865.9,0.1,0
1/3/2017 7:00,9749,8913,16,1437,46.8925,-6.5,81,0.98,866.5,0.1,0
1/3/2017 8:00,9858,9131,49,1401,46.285,-6.5,81,0.82,866.7,0.1,22
1/3/2017 9:00,9876,9292,96,1548,44.5975,-5.3,67,1.61,867.1,0.1,104
1/3/2017 10:00,9848,9342,132,1610,43.6,-4.4,58,1.63,867.4,0,170
1/3/2017 11:00,9642,9156,148,1688,39,-3.6,51,2.06,867.2,0,260
1/3/2017 12:00,9596,9022,132,1900,37.17,-4.1,58,1.84,867,0,271
1/3/2017 13:00,9504,8918,94,1955,39.415,-4.8,57,1.17,865.8,0,224
1/3/2017 14:00,9500,8910,46,1993,40.9975,-5,56,1.3,865.1,0,174
1/3/2017 15:00,9669,9289,16,1889,40.3325,-4.4,51,1.42,865.5,0,70
1/3/2017 16:00,10044,9758,8,1666,42.37,-5.1,55,0.28,865.5,0,5
1/3/2017 17:00,10084,9659,8,1575,40.2425,-6.1,58,0.32,864.9,0,0
1/3/2017 18:00,9590,9094,0,1504,37.1475,-7.3,61,1.04,864.4,0,0
1/3/2017 19:00,8880,8583,0,1478,31,-11.1,65,1.82,861.8,0,0
1/3/2017 20:00,8264,7985,0,1352,27.22,-9.8,57,1.81,862.2,0,0
1/3/2017 21:00,8114,7867,0,1348,24.5025,-9.4,52,1.71,862,0,0
1/3/2017 22:00,7601,7374,0,1224,15.5325,-8.2,47,1.49,862.5,0,0
1/3/2017 23:00,7303,7062,0,1218,7.4575,-5.6,42,1.4,863.1,0,0
1/4/2017 0:00,7030,6808,0,1194,3.605,-6,61,1.5,862.4,0,0
1/4/2017 1:00,6902,6594,0,1254,-2.0375,-4.7,46,1.04,861.9,0,0
1/4/2017 2:00,6765,6400,0,1419,-1.2225,-4.8,49,0.82,861.3,0,0
1/4/2017 3:00,6937,6561,0,1880,4.855,-4.9,53,1.2,860.3,0.1,0
1/4/2017 4:00,7660,7110,0,2062,9.9975,-4.9,56,1.55,859.5,0.1,0
1/4/2017 5:00,8844,7884,0,2098,22.6825,-4.3,56,1.53,858.6,0,0
1/4/2017 6:00,9760,8744,8,2022,31.2,-4.5,59,1.8,857.8,0,0
1/4/2017 7:00,10099,9132,14,2030,33.27,-4.3,62,1.63,857.3,0,0
1/4/2017 8:00,10204,9408,36,2219,33.985,-4,69,1.68,857.2,0.3,23
1/4/2017 9:00,10233,9570,69,2365,34.5625,-3.3,74,1.22,857,0.4,40
1/4/2017 10:00,10233,9568,93,2315,34,-2,71,1.14,856.8,0.2,76
1/4/2017 11:00,10025,9368,104,2225,33.6,-0.4,65,1.58,855.9,0.2,179
1/4/2017 12:00,9979,9312,95,2370,33.2125,-1,83,2.33,855.7,0.5,111
1/4/2017 13:00,9877,9302,69,2430,35.9325,-2.3,88,2.3,855,1.3,49
1/4/2017 14:00,9882,9252,36,2465,37.98,-2.7,88,1.43,854.5,1,28
1/4/2017 15:00,10059,9555,14,2456,52.52,-3.2,83,2.77,854.4,1.1,14
1/4/2017 16:00,10416,9656,8,2434,55.055,-4.3,86,1.75,854.8,1.8,1
1/4/2017 17:00,10446,9446,8,2442,51.515,-4.7,84,2.2,854.4,1.9,0
1/4/2017 18:00,9901,8893,0,2432,50.3975,-5.6,83,1.9,854,1.7,0
1/4/2017 19:00,9135,8382,0,2424,41.995,-6.1,84,1.71,854,1.6,0
1/4/2017 20:00,8514,7922,0,2356,39.0025,-6.5,93,2.04,854.3,1.3,0
1/4/2017 21:00,8328,7820,0,2294,37.49,-7.4,89,1.3,854.1,0.7,0
1/4/2017 22:00,7810,7399,0,2263,33.5,-7.5,87,1.43,854.3,0.8,0
1/4/2017 23:00,7618,6970,0,2177,33.7,-7.2,83,1.7,854.6,1.4,0
1/5/2017 0:00,7325,6655,0,1860,32.6025,-7.1,79,1.3,854.6,1,0
1/5/2017 1:00,7179,6572,0,1805,30.9975,-7.7,81,1.17,854.7,0.9,0
1/5/2017 2:00,7034,6386,0,1391,31.4875,-8.3,78,1.48,855,0.8,0
1/5/2017 3:00,7217,6475,0,1207,33.335,-9,72,1.88,854.5,0.7,0
1/5/2017 4:00,7927,6982,0,1508,37.0725,-10.1,70,1.48,854.6,1.2,0
1/5/2017 5:00,9124,7648,0,1584,42.515,-9.4,71,3.08,855.2,1.2,0
1/5/2017 6:00,10004,8464,8,1599,55.5075,-10.5,74,3.22,856.8,0.3,0
1/5/2017 7:00,10332,8916,13,1803,58.985,-10.9,74,2.78,858,0.6,0
1/5/2017 8:00,10425,9156,32,2002,57.33,-12.5,80,1.77,858.1,0.3,34
1/5/2017 9:00,10444,9352,57,2188,54.4825,-11.1,79,0.81,859.4,0.3,54
1/5/2017 10:00,10462,9460,74,2290,53.245,-10.4,76,2.42,860.4,0.5,85
1/5/2017 11:00,10276,9355,82,2298,52.1675,-10.2,72,3.33,860.2,0.5,117
1/5/2017 12:00,10240,9272,78,2318,52.005,-9.8,74,3.5,861,0.4,133
1/5/2017 13:00,10156,9154,61,2308,52.0025,-9.9,69,3.41,861.2,0.2,153
1/5/2017 14:00,10185,9164,32,2247,55.4275,-10.3,77,2.61,862,0.4,93
1/5/2017 15:00,10399,9449,12,2120,63.1975,-10.7,76,3.38,862.6,0.7,49
1/5/2017 16:00,10742,9768,8,2157,73.855,-11,82,2.91,863.4,0.9,2
1/5/2017 17:00,10637,9642,8,2195,69.245,-11.3,86,2.26,864.1,0.6,0
1/5/2017 18:00,10062,9056,0,2166,66.1875,-11.6,82,2.47,864.5,0.7,0
1/5/2017 19:00,9368,8508,0,2161,56.5875,-11.9,83,2.53,865,0.5,0
1/5/2017 20:00,8749,7991,0,2093,48.995,-12,77,3.1,865.7,0.6,0
1/5/2017 21:00,8602,7835,0,2097,48.1775,-12.2,75,2.93,866.4,0.5,0
1/5/2017 22:00,8093,7497,0,2200,40.9925,-12.6,72,2.66,866.9,0.4,0
1/5/2017 23:00,7019,7149,0,2269,43.68,-13.3,81,2.08,867.3,0.3,0
1/6/2017 0:00,6699,6926,0,2301,41.1825,-13,79,3.1,868,0.3,0
1/6/2017 1:00,6489,6730,0,2266,39.265,-13.7,81,2.85,868.4,0.3,0
1/6/2017 2:00,6225,6510,0,2278,38.36,-14,80,2.79,869.2,0.3,0
1/6/2017 3:00,6192,6501,0,2311,38.7025,-14.2,78,3,869.6,0.3,0
1/6/2017 4:00,6232,6634,0,2293,40.15,-14.5,78,2.82,870.4,0.1,0
1/6/2017 5:00,6114,6660,0,2286,48.5175,-15.1,80,2.47,870.7,0,0
1/6/2017 6:00,6531,7177,8,2350,58.6925,-15.9,80,1.93,870.6,0,0
1/6/2017 7:00,6786,7598,12,2381,60.5,-16,80,2.02,871.1,0,0
1/6/2017 8:00,7087,8004,35,2408,58.995,-15.8,78,2.36,871.8,0,37
1/6/2017 9:00,7260,8294,69,2389,58.185,-15.4,71,2.55,872.4,0,108
1/6/2017 10:00,7256,8461,92,2398,56.42,-14.8,64,2.69,872.5,0.1,154
1/6/2017 11:00,7005,8279,96,2309,54.91,-14.9,67,2.61,872.3,0.1,122
1/6/2017 12:00,6754,8064,84,2220,52.505,-14.5,64,3.54,872.8,0.1,153
1/6/2017 13:00,6610,7953,60,2064,53.0375,-14.6,63,3.55,872.5,0.1,145
1/6/2017 14:00,6564,7923,31,1972,56.685,-14.7,62,3.41,872.2,0.1,105
1/6/2017 15:00,6884,8202,12,2081,65.005,-15.2,66,2.59,872.5,0.1,48
1/6/2017 16:00,7474,8704,8,2052,70.805,-15.5,71,2.18,872.9,0.1,3
1/6/2017 17:00,7478,8734,8,1912,66.9425,-15.8,74,2.16,872.8,0.1,0
1/6/2017 18:00,7186,8362,0,1785,61.2675,-16.2,76,1.94,872.7,0.1,0
1/6/2017 19:00,6867,8018,0,1536,50.6225,-16.2,76,1.82,872.6,0.1,0
1/6/2017 20:00,6631,7648,0,1560,40.3125,-16.7,77,1.36,872.2,0.1,0
1/6/2017 21:00,6916,7815,0,1474,39.145,-17.1,77,1.22,872.2,0.1,0
1/6/2017 22:00,6654,7532,0,1496,35.4075,-18.2,77,1.1,871.8,0,0
1/6/2017 23:00,6755,7296,0,1546,39.6925,-19.5,76,1.3,870.7,0,0
1/7/2017 0:00,6494,7016,0,1626,36.6925,-18.7,75,1,871.6,0,0
1/7/2017 1:00,6304,6835,0,1596,35.1525,-20.3,73,1.26,870.6,0,0
1/7/2017 2:00,6034,6630,0,1555,33.8975,-23.4,74,1.46,868.7,0,0
1/7/2017 3:00,6069,6592,0,1415,33.0575,-23.4,71,1.39,868.5,0,0
1/7/2017 4:00,6262,6794,0,1403,33.0175,-24.2,69,1.43,867.7,0,0
1/7/2017 5:00,6424,7108,0,1522,30.04,-24.5,70,1.17,867.5,0,0
1/7/2017 6:00,7055,7832,8,1634,33.565,-25,69,1.17,867.1,0,0
1/7/2017 7:00,7275,8360,13,1726,35.94,-24.7,67,1.17,867.2,0,0
1/7/2017 8:00,7555,8587,41,1672,39.8725,-24.1,65,1.22,867,0,49
1/7/2017 9:00,7578,8625,85,1674,40.815,-22.4,54,1.92,867.7,0,159
1/7/2017 10:00,7524,8636,121,1669,42.8025,-15.1,28,1,871.3,0,266
1/7/2017 11:00,7347,8578,134,1677,44.06,-12.6,23,0.85,870.9,0,325
1/7/2017 12:00,7209,8415,118,1665,41.0475,-12.1,42,0.51,870.7,0,313
1/7/2017 13:00,7119,8292,80,1397,42.6275,-10.9,34,0.32,870.1,0,234
1/7/2017 14:00,7126,8342,39,886,45.9525,-10.5,41,0.45,869.8,0.1,104
1/7/2017 15:00,7486,8647,14,659,50.9975,-11,56,0.2,869.9,0.1,49
1/7/2017 16:00,8003,9047,8,626,55.995,-12.2,70,0.73,869,0.3,4
1/7/2017 17:00,7856,8886,8,580,56.0875,-12,72,0.95,868.5,0.3,0
1/7/2017 18:00,7483,8397,0,466,50.84,-12.2,75,0.98,867.8,0.4,0
1/7/2017 19:00,7253,7917,0,311,45.4925,-11.6,76,0.98,867.8,0.4,0
1/7/2017 20:00,6855,7517,0,352,42.525,-11.4,78,0.81,867.3,0.5,0
1/7/2017 21:00,7088,7624,0,358,43.995,-11.2,79,0.58,867,0.7,0
1/7/2017 22:00,6688,7354,0,347,37.9975,-11,81,0.67,866.8,0.8,0
1/7/2017 23:00,6623,7012,0,315,38.08,-10.7,82,0.72,866.4,0.8,0
1/8/2017 0:00,6317,6731,0,278,37.175,-10.9,83,1.03,866,0.9,0
1/8/2017 1:00,6162,6576,0,208,35.475,-10,82,0.64,865.7,0.7,0
1/8/2017 2:00,5924,6320,0,153,33.4925,-10.3,84,0.57,864.8,0.8,0
1/8/2017 3:00,5868,6218,0,122,32.9875,-9.5,83,0.42,864.7,0.9,0
1/8/2017 4:00,5952,6355,0,116,36.2525,-9.1,84,0.1,864.8,1,0
1/8/2017 5:00,5872,6477,0,126,35.2725,-9.1,86,0.36,865,0.9,0
1/8/2017 6:00,6325,7058,8,151,38.295,-9,86,0.76,865.1,0.7,0
1/8/2017 7:00,6646,7424,10,190,38.4575,-9.6,87,0.81,865.3,0.6,0
1/8/2017 8:00,6997,7786,26,207,42.6525,-9.1,86,0.54,866,0.6,6
1/8/2017 9:00,7168,8127,50,231,46.6775,-8.7,85,0.63,866.8,0.5,28
1/8/2017 10:00,7221,8330,70,323,48.34,-8.3,85,0.71,867,0.3,47
1/8/2017 11:00,7034,8136,79,466,47.4,-7.7,82,1.25,867,0.2,61
1/8/2017 12:00,6863,7912,74,664,43.75,-6.6,74,1.77,867.4,0.3,152
1/8/2017 13:00,6748,7731,57,992,41.575,-6.4,74,2.15,867.3,0.2,144
1/8/2017 14:00,6768,7694,32,1116,43.7775,-6.7,77,1.7,867.6,0.2,75
1/8/2017 15:00,7096,7964,14,1388,47.1375,-6.8,80,1.28,868,0.2,34
1/8/2017 16:00,7610,8507,8,1565,55.2075,-7.9,85,0.94,867.9,0.3,3
1/8/2017 17:00,7801,8602,8,1566,55.375,-7.3,86,1.08,868.4,0.4,0
1/8/2017 18:00,7636,8214,0,1652,53.69,-7.1,87,1.13,868.6,0.4,0
1/8/2017 19:00,7361,7812,0,1619,49.265,-7.2,87,1.2,868.6,0.3,0
1/8/2017 20:00,7034,7528,0,1647,44.495,-7.5,88,1,868.4,0.2,0
1/8/2017 21:00,7328,7568,0,1600,45.4175,-7.5,88,0.89,868.7,0.2,0
1/8/2017 22:00,6930,7245,0,1500,38.6025,-7.6,88,0.85,868.7,0.2,0
1/8/2017 23:00,6898,6838,0,1534,38.51,-7.4,87,1.08,868.6,0.1,0
1/9/2017 0:00,6660,6630,0,1501,38.4725,-7.8,89,1.33,869,0.1,0
1/9/2017 1:00,6528,6550,0,1558,36.63,-7.9,90,1.14,868.8,0.1,0
1/9/2017 2:00,6370,6396,0,1614,35.48,-8,90,1.1,868.7,0.1,0
1/9/2017 3:00,6561,6598,0,1652,37.11,-8,88,1.12,868.7,0.1,0
1/9/2017 4:00,7219,7328,0,1667,38.525,-8.2,87,1.03,868.3,0.1,0
1/9/2017 5:00,8152,8376,0,1580,47.125,-8.8,86,0.81,867.5,0.1,0
1/9/2017 6:00,9072,9488,8,1673,64.615,-8.9,83,1.03,867,0,0
1/9/2017 7:00,9331,9908,13,1678,65.9525,-8.3,81,0.76,867.1,0,0
1/9/2017 8:00,9440,10064,34,1689,69.155,-8.5,81,0.85,867.4,0,23
1/9/2017 9:00,9432,10097,65,1538,68.87,-8.2,84,0.86,867.4,0,90
1/9/2017 10:00,9372,10076,91,1482,66.9925,-6.8,77,0.67,867.3,0,171
1/9/2017 11:00,9190,9960,102,1462,64.8825,-6.1,72,0.63,866.7,0,164
1/9/2017 12:00,9196,9915,93,1404,64.0175,-5.8,71,1.39,866.8,0,188
1/9/2017 13:00,9100,9831,69,1346,62.41,-5.4,69,1.06,866.1,0,171
1/9/2017 14:00,9093,9911,38,1439,59.33,-6,72,0.9,865.7,0,106
1/9/2017 15:00,9326,10070,14,1392,59.85,-7.5,79,1.08,864.8,0,63
1/9/2017 16:00,9698,10322,8,1218,64.0825,-7,76,0.95,865,0,7
1/9/2017 17:00,9658,10131,8,1104,57.8875,-10.9,82,1.08,862.4,0,0
1/9/2017 18:00,9236,9569,0,937,55.555,-12.3,83,0.86,861.2,0,0
1/9/2017 19:00,8672,9080,0,542,45.43,-12.4,80,0.78,860.8,0,0
1/9/2017 20:00,8093,8560,0,196,39.455,-13.1,78,0.85,860.1,0,0
1/9/2017 21:00,8087,8379,0,112,37.1575,-12.5,78,0.92,860.1,0,0
1/9/2017 22:00,7591,7907,0,62,32.33,-13,77,0.99,859.2,0,0
1/9/2017 23:00,7508,7540,0,29,33.1925,-12.9,75,1.2,858.6,0,0
1/10/2017 0:00,7232,7274,0,22,31.505,-13.5,77,1.17,858.2,0,0
1/10/2017 1:00,7080,7118,0,50,29.68,-14.1,79,1,857.4,0,0
1/10/2017 2:00,6879,6976,0,223,29.2925,-13,79,1.5,857.5,0,0
1/10/2017 3:00,7036,7069,0,425,30.5,-13.2,79,1,856.6,0,0
1/10/2017 4:00,7648,7781,0,586,34.1025,-14.5,80,0.92,855.1,0,0
1/10/2017 5:00,8552,8858,0,554,40.425,-14.3,78,0.78,854.9,0,0
1/10/2017 6:00,9403,9935,8,450,57.705,-14.5,76,0.92,854.2,0,0
1/10/2017 7:00,9660,10252,11,482,59.935,-15.7,76,1.22,852.5,0,0
1/10/2017 8:00,9759,10330,31,492,60.49,-16.4,77,1.35,851.8,0,50
1/10/2017 9:00,9719,10358,64,537,60.54,-15.1,70,1.98,851.7,0,150
1/10/2017 10:00,9656,10274,90,641,62.255,-8,48,0.78,855,0,276
1/10/2017 11:00,9480,10096,101,847,62.08,-5.9,43,0.67,854.7,0,340
1/10/2017 12:00,9464,10014,91,899,61.895,-5.7,42,0.92,854.7,0,352
1/10/2017 13:00,9395,9897,65,874,62.455,-4.9,29,1.26,854,0,312
1/10/2017 14:00,9425,9960,33,858,63.855,-5,31,1,853.7,0,225
1/10/2017 15:00,9634,10222,13,882,65.505,-8.8,43,1.49,851.7,0,106
1/10/2017 16:00,10025,10618,8,925,75.7625,-10.9,60,1.42,850.7,0,10
1/10/2017 17:00,9966,10478,8,944,68.6275,-13.2,75,1.7,849.9,0,0
1/10/2017 18:00,9498,9920,0,906,61.0025,-14.2,81,1.92,849.7,0,0
1/10/2017 19:00,8944,9277,0,960,52.53,-14.9,81,2.22,850,0,0
1/10/2017 20:00,8356,8672,0,1032,45.085,-14.6,83,2.3,850.7,0,0
1/10/2017 21:00,8331,8575,0,964,41.6775,-15.2,83,2.22,851,0,0
1/10/2017 22:00,7836,8104,0,1013,37.285,-14.9,82,2.08,851.7,0,0
1/10/2017 23:00,7944,7789,0,1027,37.495,-14.4,79,2,852.7,0,0
1/11/2017 0:00,7633,7594,0,1167,35.4,-13,78,1.91,854.3,0,0
1/11/2017 1:00,7453,7494,0,1148,34.1325,-12.4,78,1.77,855.4,0.1,0
1/11/2017 2:00,7272,7300,0,1049,32.94,-11.7,77,1.91,856.4,0.1,0
1/11/2017 3:00,7481,7355,0,665,33.315,-11.6,78,1.7,856.5,0.1,0
1/11/2017 4:00,8088,7921,0,392,33.865,-11.8,81,1.77,856.6,0.1,0
1/11/2017 5:00,9160,9025,0,349,40.0325,-12,84,1.7,856.3,0.1,0
1/11/2017 6:00,9962,10068,8,343,59.195,-12.7,86,1.77,855.9,0.1,0
1/11/2017 7:00,10089,10428,11,303,45.0875,-12.6,85,1.78,856,0.1,0
1/11/2017 8:00,9973,10496,30,244,43.7775,-11.7,79,1.3,856.8,0.1,28
1/11/2017 9:00,9842,10476,59,270,41.065,-9.4,67,1.32,858.1,0,127
1/11/2017 10:00,9750,10369,85,468,41.33,-5.7,52,0.5,859.3,0,174
1/11/2017 11:00,9526,10160,96,462,38.4,-4,49,0.14,858.2,0,208
1/11/2017 12:00,9536,10099,89,472,37.8,-5.1,60,0.51,858.7,0,188
1/11/2017 13:00,9512,9993,66,572,35.7025,-3.9,54,0.5,858.1,0,170
1/11/2017 14:00,9582,10026,36,762,35.9975,-5,71,1.06,856.6,0,89
1/11/2017 15:00,9834,10192,14,1152,36.1975,-5.6,65,1.13,856,0,62
1/11/2017 16:00,10185,10538,8,1515,42.5025,-7,71,3.12,854.3,0,8
1/11/2017 17:00,9950,10386,8,1506,41.0025,-7.8,70,2.83,853,0,0
1/11/2017 18:00,9551,9818,0,1540,36.3775,-7.5,67,2.48,852.7,0.1,0
1/11/2017 19:00,9122,9270,0,1374,33.99,-7.3,70,2.55,852.4,0.3,0
1/11/2017 20:00,8456,8671,0,1285,28.505,-7,72,2.14,852.6,0.5,0
1/11/2017 21:00,8431,8497,0,1200,25.505,-6.5,75,1.75,853.1,0.6,0
1/11/2017 22:00,7956,7963,0,926,18.4025,-5.6,76,1.63,853.7,0.4,0
1/11/2017 23:00,7596,7651,0,818,10.89,-4.1,73,1.93,853.7,0.5,0
1/12/2017 0:00,7283,7334,0,610,8.33,-4.9,78,1.7,854.4,0.7,0
1/12/2017 1:00,7132,7174,0,542,5.525,-4.8,84,0.92,854.7,0.6,0
1/12/2017 2:00,7032,7012,0,540,5.8375,-5,88,1.12,854.8,0.8,0
1/12/2017 3:00,7232,7112,0,641,9.2225,-4.2,89,0.89,855.5,0.9,0
1/12/2017 4:00,7898,7688,0,794,14.365,-3.7,88,1.14,856.4,0.7,0
1/12/2017 5:00,9142,8748,0,905,29.5975,-3,87,1.02,857,0.5,0
1/12/2017 6:00,9978,9690,8,1035,42.9275,-3.1,88,0.85,857.3,0.2,0
1/12/2017 7:00,10282,9990,14,1284,40.825,-3,89,0.76,858.3,0.4,0
1/12/2017 8:00,10246,10026,36,1069,40.71,-4.2,92,0.63,858,0.3,14
1/12/2017 9:00,10249,10097,69,984,41.1275,-3.3,89,1.12,858.6,0.2,50
1/12/2017 10:00,10245,10100,95,976,40.9475,-1.9,86,0.81,858.8,0.2,97
1/12/2017 11:00,10000,9905,106,726,39.24,-0.8,80,1,858.4,0.1,115
1/12/2017 12:00,9988,9880,97,695,38.155,-0.1,80,1.12,859.3,0.1,93
1/12/2017 13:00,9936,9876,71,701,38.67,-0.2,80,1.3,858.9,0.1,77
1/12/2017 14:00,9972,9776,38,685,42.685,-0.6,80,1.1,858.1,0.1,91
1/12/2017 15:00,10164,9908,15,597,46.5975,-0.9,82,1.34,857.5,0.1,47
1/12/2017 16:00,10415,10134,8,490,55.18,-2,87,2,855.8,0,5
1/12/2017 17:00,10199,9968,8,483,55.27,-2.5,90,1.8,854,0,0
1/12/2017 18:00,9658,9408,0,568,50.445,-2.6,86,1.78,853,0,0
1/12/2017 19:00,9014,8898,0,605,45.5925,-2.3,78,2.11,852.1,0,0
1/12/2017 20:00,8434,8248,0,740,41,-3.3,76,2.42,850.2,0,0
1/12/2017 21:00,8306,8143,0,1020,38.8375,-4.6,78,2.51,848.8,0,0
1/12/2017 22:00,7849,7678,0,1300,33.9975,-4.2,74,2.12,847.7,0,0
1/12/2017 23:00,8069,7374,0,1701,36.3525,-4.4,73,1.2,846.2,0.5,0
1/13/2017 0:00,7717,7122,0,1972,33.4025,-3.2,66,1.32,846.4,0,0
1/13/2017 1:00,7520,6939,0,2083,29.1475,-3.4,72,0.92,845.9,0,0
1/13/2017 2:00,7433,6779,0,1894,27.9675,-2.6,71,1.81,845.1,0,0
1/13/2017 3:00,7673,6859,0,1744,30.8675,-2.9,71,1.52,842.6,0,0
1/13/2017 4:00,8360,7532,0,1768,31.12,-6.1,77,1.2,841.2,0,0
1/13/2017 5:00,9716,8666,0,1557,38.7,-6.1,78,1.27,843,0,0
1/13/2017 6:00,10472,9668,8,1148,51.465,-7.8,82,1.5,842.4,0.1,0
1/13/2017 7:00,10740,10076,14,791,52.79,-6.2,84,0.41,843.7,0.4,0
1/13/2017 8:00,10637,10185,32,830,48.47,-5.6,87,0.71,845.4,2.4,6
1/13/2017 9:00,10611,10338,58,1006,46.58,-5.2,83,1.25,846,2,20
1/13/2017 10:00,10618,10327,78,1386,46.745,-4.7,80,1.63,846.6,0.6,48
1/13/2017 11:00,10351,10165,87,1314,42.69,-4.4,71,2.53,846.4,0.3,85
1/13/2017 12:00,10222,9994,79,1364,41.24,-4.6,65,2.88,847.3,0.2,59
1/13/2017 13:00,10140,9904,58,1352,40.9475,-5.7,65,2.47,847.2,0.3,89
1/13/2017 14:00,10177,9801,32,1514,41.9275,-6.2,71,2.16,847.2,0.3,50
1/13/2017 15:00,10463,9855,14,1826,44.9425,-7,74,1.49,847.2,0.1,35
1/13/2017 16:00,10761,10087,8,2097,51.785,-7.7,76,1.57,847.3,0.1,4
1/13/2017 17:00,10409,9919,8,2166,51.705,-8.3,77,1.17,846.8,0.2,0
